"url","searchString","ranking","searchPageUrl","searchPageLoadedUrl","isAdvertisement","name","description","price","categoryName","address","neighborhood","street","street_name__001","street_name__002","city","postalCode","state","countryCode","website","phone","phoneUnformatted","claimThisBusiness","location__lat","location__lng","locatedIn","plusCode","menu","totalScore","permanentlyClosed","placeId","cid","reviewsCount","imagesCount","reserveTableUrl","googleFoodUrl","hotelStars","hotelDescription","depth","originalStartUrl","referrerUrl","domain","emails__001","emails__002","emails__003","emails__004","phonesUncertain__001","twitters__-","instagrams__-","phonesUncertain__002","facebooks__-","youtubes__001","youtubes__002","emails","phones","phonesUncertain","linkedIns","twitters","instagrams","facebooks","youtubes","tiktoks","pinterests","discords","reviews__name","reviews__text","reviews__textTranslated","reviews__publishAt","reviews__publishedAtDate","reviews__likesCount","reviews__reviewId","reviews__reviewUrl","reviews__reviewerId","reviews__reviewerUrl","reviews__reviewerPhotoUrl","reviews__reviewerNumberOfReviews","reviews__isLocalGuide","reviews__reviewOrigin","reviews__stars","reviews__rating","reviews__responseFromOwnerDate","reviews__responseFromOwnerText","reviews__reviewImageUrls__001","reviews__reviewImageUrls__002","reviews__reviewImageUrls__003","reviews__reviewImageUrls__004","reviews__reviewImageUrls__005","reviews__reviewImageUrls__006","reviews__reviewImageUrls__007","reviews__reviewContext__Visited on","reviews__reviewContext__Wait time","additional_data__similarHotelsNearby","additional_data__mapped_category__Historical Sites & Landmarks__-","additional_data__mapped_category__historical sites & landmarks__-","additional_data__peopleAlsoSearch__category","additional_data__peopleAlsoSearch__title","additional_data__peopleAlsoSearch__reviewsCount","additional_data__peopleAlsoSearch__totalScore","additional_data__additionalInfo__Accessibility__Wheelchair-accessible entrance","additional_data__additionalInfo__Amenities__Toilets","additional_data__additionalInfo__Service options__Onsite services","additional_data__additionalInfo__Highlights__3D movies","additional_data__placesTags__title","additional_data__placesTags__count","additional_data__additionalInfo__Accessibility__Wheelchair accessible parking lot","additional_data__additionalInfo__Offerings__Food","additional_data__additionalInfo__Children__Good for kids","additional_data__additionalInfo__Accessibility__Wheelchair accessible entrance","additional_data__additionalInfo__Offerings__Arcade games","additional_data__additionalInfo__Amenities__Restroom","additional_data__additionalInfo__Amenities__Restaurant","additional_data__additionalInfo__Crowd__Family-friendly","additional_data__additionalInfo__Payments__Credit cards","additional_data__additionalInfo__Payments__NFC mobile payments","additional_data__additionalInfo__Payments__Debit cards","additional_data__updatesFromCustomers","additional_data__imageUrls__001","additional_data__imageUrls__002","additional_data__imageUrls__003","additional_data__subTitle","additional_data__additionalInfo__Accessibility__Wheelchair-accessible car park","additional_data__mapped_category__Business Services__-","additional_data__mapped_category__Events & Festivals__-","additional_data__mapped_category__Shopping__-","additional_data__mapped_category__Indoor Recreation__-","additional_data__popularTimesLiveText","additional_data__openingHours__day","additional_data__openingHours__hours","additional_data__popularTimesHistogram__|","additional_data__popularTimesHistogram__|__hour","additional_data__popularTimesHistogram__|__occupancyPercent","additional_data__reviewsTags__title","additional_data__reviewsTags__count","additional_data__additionalInfo__Accessibility__Wheelchair-accessible toilet","additional_data__additionalInfo__Accessibility__Wheelchair-accessible seating","additional_data__additionalInfo__Service options__On-site services","additional_data__additionalInfo__Accessibility__Wheelchair accessible seating","additional_data__additionalInfo__Accessibility__Wheelchair accessible restroom","additional_data__updatesFromCustomers__postDate","additional_data__updatesFromCustomers__postedBy__name","additional_data__updatesFromCustomers__postedBy__url","additional_data__updatesFromCustomers__postedBy__title","additional_data__updatesFromCustomers__postedBy__totalReviews","additional_data__popularTimesLivePercent","additional_data__popularTimesHistogram__Su__hour","additional_data__popularTimesHistogram__Su__occupancyPercent","additional_data__popularTimesHistogram__Fr__hour","additional_data__popularTimesHistogram__Fr__occupancyPercent","additional_data__popularTimesHistogram__Sa__hour","additional_data__popularTimesHistogram__Sa__occupancyPercent","additional_data__popularTimesHistogram","additional_data__categories__001","additional_data__categories__002","additional_data__categories__003","additional_data__questionsAndAnswers__question","additional_data__questionsAndAnswers__answers__answer","additional_data__questionsAndAnswers__askDate","additional_data__reviewsDistribution","additional_data__mapped_category__Performing Arts & Theater__-","additional_data__reviewsDistribution__oneStar","additional_data__reviewsDistribution__twoStar","additional_data__reviewsDistribution__threeStar","additional_data__reviewsDistribution__fourStar","additional_data__reviewsDistribution__fiveStar","additional_data__mapped_category__Health & Medical__-","additional_data__mapped_category__Real Estate & Property__-","additional_data__mapped_category__Cinemas & Theaters__-","matched_categories","unmatched_categories","google_sub_categories"
"https://www.google.com/maps/search/?api=1&query=Life%20Eugene%20Marais%20Hospital%20-%20General%20Theatre&query_place_id=ChIJtbA-1cfYvx4RsrHjTYIRlH0","Cinemas & Theaters","22","https://www.google.com/maps/search/Cinemas%20&%20Theaters/@-25.71495263528674,28.187910099999996,16z?hl=en","null","0","Life Eugene Marais Hospital - General Theatre","null","null","Hospital","1st Floor, 696 5th Ave, Les Marais, Pretoria, 0084, South Africa","Les Marais","1st Floor, 696 5th Ave","Atteridgeville","Pretoria","Pretoria","0084","null","ZA","null","+27 12 334 2740","27123342740","1","-25.7096555","28.1942114","null","75RV+4M Pretoria, South Africa","null","4","0","ChIJtbA-1cfYvx4RsrHjTYIRlH0","9048876802644357554","1","1","null","null","null","null","null","null","null","null","","","","","","","","","","","","null","null","null","null","null","null","null","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","","","People also search for","Life Eugene Marais Hospital - Main Theatre","2","5","","","","","","","","","","True","","","","","","","","null","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pqIuTmC3i_12F7312nJESQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.82149&pitch=0&thumbfov=100","","","null","","","","","","null","","","","","","","","","","","","","","","","","","null","","","","","","","null","Hospital","","","","","","","","0","0","0","1","0","Hospital","","","['hospital']","null","['Health & Medical']"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Life Eugene Marais Hospital - Cardiac High Care Unit","0","0","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Life Eugene Marais Hospital - Cardiac Icu","14","4.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Life Eugene Marais Hospital - Dept Cardio Thoracic I C U","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Louise Engelbrecht & Genote Ingelyf T/a Life Eugene Marais Hospital Trauma Group","16","2.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/search/?api=1&query=House%20of%20Theatre&query_place_id=ChIJi99_ocjYvx4R6_r6bEv4BIk","Cinemas & Theaters","21","https://www.google.com/maps/search/Cinemas%20&%20Theaters/@-25.71495263528674,28.187910099999996,16z?hl=en","null","0","House of Theatre","null","null","Performing arts theater","740 5th Ave, Mayville, Pretoria, 0031, South Africa","Mayville","740 5th Ave","Atteridgeville","Pretoria","Pretoria","0031","null","ZA","null","+27 82 326 5125","27823265125","1","-25.707584","28.1945085","null","75RV+XR Pretoria, South Africa","null","null","0","ChIJi99_ocjYvx4R6_r6bEv4BIk","9873289285937593067","0","1","null","null","null","null","null","null","null","null","","","","","","","","","","","","null","null","null","null","null","null","null","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","","","People also search for","Opera Theatre","19","4.5","","","","","","","","","","True","","","","","","","","null","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6rUv7Go6GfYHUtrfnOTd4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.84329&pitch=0&thumbfov=100","","","null","","","","","","null","","","","","","","","","","","","","","","","","","null","","","","","","","null","Performing arts theater","","","","","","null","Performing arts theater","","","","","","","","","['performing arts theater']","null","['Performing Arts & Theater']"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Capitol Theatre","4","4","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Theaterhuisie","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Masker Theater","47","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Ons Plaashuis Teater","43","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/search/?api=1&query=Theatre%20Gardens.&query_place_id=ChIJQ_YpeCJilR4RV8nq-eNdBbg","Cinemas & Theaters","24","https://www.google.com/maps/search/Cinemas%20&%20Theaters/@-25.76141523235664,28.20511366637584,16z?hl=en","null","0","Theatre Gardens.","null","null","Apartment building","30 Rissik St, Sunnyside, Pretoria, 0002, South Africa","Sunnyside","30 Rissik St","Pretoria","","Pretoria","0002","null","ZA","null","+27 860 001 515","27860001515","1","-25.7546177","28.1978296","null","65WX+54 Pretoria, South Africa","null","4.5","0","ChIJQ_YpeCJilR4RV8nq-eNdBbg","13260107911594166615","2","3","null","null","null","null","null","null","null","null","","","","","","","","","","","","null","null","null","null","null","null","null","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","","","People also search for","Sunnyside Gardens Apartments - Sunnyside.","6","4.5","","","","","Services","1","","","","True","","","","","","","","null","https://lh5.googleusercontent.com/p/AF1QipNLnJo6-tDKwBNo4oiis1q5sWan8AyEmv9bJ7kS=w1920-h1080-k-no","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PFRGPaoXB1SrN8asuMG8qA&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=1.2114389&pitch=0&thumbfov=100","https://lh5.googleusercontent.com/p/AF1QipPIKzhBK1FSB382GC1dYpIB-FzTPTLFT_x2sn_u=w1920-h1080-k-no","null","","","","","","null","","","","","","","","","","","","","","","","","","null","","","","","","","null","Apartment building","","","","","","","","0","0","0","1","1","","Apartment building","","['apartment building']","null","['Real Estate & Property']"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Village Gardens.","5","5","","","","","Other","1","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Theatre View.","23","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Church Gardens Apartments - Sunnyside.","4","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","People also search for","Devenish Gardens Apartments - Sunnyside.","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
